ep_number,video_id,video_url,title,speaker,subtitle_mode,lang,txt_path
30,4iSUMoci9JI,https://www.youtube.com/watch?v=4iSUMoci9JI,"Avaliação do Balanço da PNATER 2023 2024   DATER MDA","Marcus Peixoto",auto,pt,"downloads/redeauroraater/#030 - Avaliação do Balanço da PNATER 2023 2024 DATER MDA {Marcus Peixoto}.txt"
31,TnnR_SB41Cc,https://www.youtube.com/watch?v=TnnR_SB41Cc,"Ações com PCDs na Extensão Social","Flávia Maria de Oliveira Ott – Epagri",auto,pt,"downloads/redeauroraater/#031 - Ações com PCDs na Extensão Social {Flávia Maria de Oliveira Ott – Epagri}.txt"
32,uSUtmuU1awY,https://www.youtube.com/watch?v=uSUtmuU1awY,"Sistema Asbraer para formação de extensionistas e uso de tecnologia no campo","Luciano Brandão – Asbraer",auto,pt,"downloads/redeauroraater/#032 - Sistema Asbraer para formação de extensionistas e uso de tecnologia no campo {Luciano Brandão – Asbraer}.txt"
33,2h00rmcaZi0,https://www.youtube.com/watch?v=2h00rmcaZi0,"ATERS com povos tradicionais quilombolas do RS","Regina da Silva Miranda– Emater/RS-Ascar",auto,pt,"downloads/redeauroraater/#033 - ATERS com povos tradicionais quilombolas do RS {Regina da Silva Miranda– Emater-RS-Ascar}.txt"
34,Q_3Ridp-wuw,https://www.youtube.com/watch?v=Q_3Ridp-wuw,"Desafios e oportunidades da produção orgânica na agricultura familiar","Gilmar Francisco Vione – Emater/RS-Ascar",auto,pt,"downloads/redeauroraater/#034 - Desafios e oportunidades da produção orgânica na agricultura familiar {Gilmar Francisco Vione – Emater-RS-Ascar}.txt"
35,MCWArS77pK8,https://www.youtube.com/watch?v=MCWArS77pK8,"Homeopatia como ferramenta de saúde e qualidade de vida no campo","Doriana Gozzi Miotto – Emater/RS-Ascar",auto,pt,"downloads/redeauroraater/#035 - Homeopatia como ferramenta de saúde e qualidade de vida no campo {Doriana Gozzi Miotto – Emater-RS-Ascar}.txt"
36,ppNW5gkBxJo,https://www.youtube.com/watch?v=ppNW5gkBxJo,"Tecnologia da Informação e Agricultura Familiar potências e desafios","Mauricio Leonard de Souza – UFOP",auto,pt,"downloads/redeauroraater/#036 - Tecnologia da Informação e Agricultura Familiar potências e desafios {Mauricio Leonard de Souza – UFOP}.txt"
37,aFWfhRy6xg8,https://www.youtube.com/watch?v=aFWfhRy6xg8,"Metodologias participativas na Extensão Rural no contexto do Semiárido Brasileiro","Helder Ribeiro Freitas – UNIVASF",auto,pt,"downloads/redeauroraater/#037 - Metodologias participativas na Extensão Rural no contexto do Semiárido Brasileiro {Helder Ribeiro Freitas – UNIVASF}.txt"
38,XSO6Yjk2Xxo,https://www.youtube.com/watch?v=XSO6Yjk2Xxo,"A construção do conhecimento em ATER feminista e agroecológica no Nordeste do Brasil","Laeticia Medeiros Jalil - UFRPE -  Serra Talhada",auto,pt,"downloads/redeauroraater/#038 - A construção do conhecimento em ATER feminista e agroecológica no Nordeste do Brasil {Laeticia Medeiros Jalil - UFRPE - Serra Talhada}.txt"
39,kbojPeBY1js,https://www.youtube.com/watch?v=kbojPeBY1js,"Plano de vida rural ATER digital e inovações em negócios de impacto socioambiental","Sebastião Pereira de Faria Júnior – MDS Saúde Animal",auto,pt,"downloads/redeauroraater/#039 - Plano de vida rural ATER digital e inovações em negócios de impacto socioambiental {Sebastião Pereira de Faria Júnior – MDS Saúde Animal}.txt"
40,DEs45k8vcoA,https://www.youtube.com/watch?v=DEs45k8vcoA,"Experiência de ater de qualidade na pandemia","Diego Adilio da Silva – EPAGRI/SC",auto,pt,"downloads/redeauroraater/#040 - Experiência de ater de qualidade na pandemia {Diego Adilio da Silva – EPAGRI-SC}.txt"
41,_M9K_iyyZlE,https://www.youtube.com/watch?v=_M9K_iyyZlE,"Continuidade ou fim da Extensão Rural pública Um cenário de disputas","Marines Rosali Bock – EMATER/RS-ASCAR",auto,pt,"downloads/redeauroraater/#041 - Continuidade ou fim da Extensão Rural pública Um cenário de disputas {Marines Rosali Bock – EMATER-RS-ASCAR}.txt"
