ep_number,video_id,video_url,title,speaker,subtitle_mode,lang,txt_path
523,cCAe6Ntmizw,https://www.youtube.com/watch?v=cCAe6Ntmizw,"#roça #ovoscoloniais #ovos #agricultura","O Extensionista",auto,pt,"downloads/oextensionista/#523 - #roça #ovoscoloniais #ovos #agricultura {O Extensionista}.txt"
524,E2FDd0gTQIA,https://www.youtube.com/watch?v=E2FDd0gTQIA,"#roça #colono #gaucho","O Extensionista",auto,pt,"downloads/oextensionista/#524 - #roça #colono #gaucho {O Extensionista}.txt"
525,a2i5NjEOILE,https://www.youtube.com/watch?v=a2i5NjEOILE,"#gaucho #roça #colono","O Extensionista",auto,pt,"downloads/oextensionista/#525 - #gaucho #roça #colono {O Extensionista}.txt"
526,Y3zIWYuX6UU,https://www.youtube.com/watch?v=Y3zIWYuX6UU,"#gaucho #tradição #riograndedosul","O Extensionista",auto,pt,"downloads/oextensionista/#526 - #gaucho #tradição #riograndedosul {O Extensionista}.txt"
527,awO1B51rZgI,https://www.youtube.com/watch?v=awO1B51rZgI,"#prendas #gaucho","O Extensionista",auto,pt,"downloads/oextensionista/#527 - #prendas #gaucho {O Extensionista}.txt"
528,W13XdCVwEYA,https://www.youtube.com/watch?v=W13XdCVwEYA,"#roça #turismorural","O Extensionista",auto,pt,"downloads/oextensionista/#528 - #roça #turismorural {O Extensionista}.txt"
529,vJvN6_kOjfw,https://www.youtube.com/watch?v=vJvN6_kOjfw,"#turismorural","O Extensionista",auto,pt,"downloads/oextensionista/#529 - #turismorural {O Extensionista}.txt"
530,Bcyap_Fokmo,https://www.youtube.com/watch?v=Bcyap_Fokmo,"#turismo #riograndedosul","O Extensionista",auto,pt,"downloads/oextensionista/#530 - #turismo #riograndedosul {O Extensionista}.txt"
531,PvhUtSt70y8,https://www.youtube.com/watch?v=PvhUtSt70y8,"#roça #turismorural #riograndedosul #extensãorural","O Extensionista",auto,pt,"downloads/oextensionista/#531 - #roça #turismorural #riograndedosul #extensãorural {O Extensionista}.txt"
532,MSOzczIEAE4,https://www.youtube.com/watch?v=MSOzczIEAE4,"#roça #turismo","O Extensionista",auto,pt,"downloads/oextensionista/#532 - #roça #turismo {O Extensionista}.txt"
533,9IB8BIAZctg,https://www.youtube.com/watch?v=9IB8BIAZctg,"#turismo #extensãorural","O Extensionista",auto,pt,"downloads/oextensionista/#533 - #turismo #extensãorural {O Extensionista}.txt"
534,IzjTTOvKX14,https://www.youtube.com/watch?v=IzjTTOvKX14,"#turismorural","O Extensionista",auto,pt,"downloads/oextensionista/#534 - #turismorural {O Extensionista}.txt"
535,UDffDoo0NF8,https://www.youtube.com/watch?v=UDffDoo0NF8,"#bugio #riograndedosul #músicagaúcha","O Extensionista",auto,pt,"downloads/oextensionista/#535 - #bugio #riograndedosul #músicagaúcha {O Extensionista}.txt"
536,Hk0mTVhORyY,https://www.youtube.com/watch?v=Hk0mTVhORyY,"#bugio #riograndedosul #turismo","O Extensionista",auto,pt,"downloads/oextensionista/#536 - #bugio #riograndedosul #turismo {O Extensionista}.txt"
537,0FuN1x0Mc5c,https://www.youtube.com/watch?v=0FuN1x0Mc5c,"#roça #turismorural ##riograndedosul","O Extensionista",auto,pt,"downloads/oextensionista/#537 - #roça #turismorural ##riograndedosul {O Extensionista}.txt"
538,xpgXi7Hl66I,https://www.youtube.com/watch?v=xpgXi7Hl66I,"#turismorural","O Extensionista",auto,pt,"downloads/oextensionista/#538 - #turismorural {O Extensionista}.txt"
539,C9jPmHC8iTI,https://www.youtube.com/watch?v=C9jPmHC8iTI,"#roça #caminhada","O Extensionista",auto,pt,"downloads/oextensionista/#539 - #roça #caminhada {O Extensionista}.txt"
540,U1qJOijL378,https://www.youtube.com/watch?v=U1qJOijL378,"#roça #Ovos #agriculturafamiliar #avicultura","O Extensionista",auto,pt,"downloads/oextensionista/#540 - #roça #Ovos #agriculturafamiliar #avicultura {O Extensionista}.txt"
541,RqH6nVTI5Gs,https://www.youtube.com/watch?v=RqH6nVTI5Gs,"#roça #turismo #colono","O Extensionista",auto,pt,"downloads/oextensionista/#541 - #roça #turismo #colono {O Extensionista}.txt"
542,aPqRX-PiqXA,https://www.youtube.com/watch?v=aPqRX-PiqXA,"Raleio de pêssegos #fruticultura","NA",auto,pt,"downloads/oextensionista/#542 - Raleio de pêssegos #fruticultura {NA}.txt"
543,2pqBc2cbJeA,https://www.youtube.com/watch?v=2pqBc2cbJeA,"#roça #turismo #colono","O Extensionista",auto,pt,"downloads/oextensionista/#543 - #roça #turismo #colono {O Extensionista}.txt"
544,jthvG-1Ddk0,https://www.youtube.com/watch?v=jthvG-1Ddk0,"#roça #turismo #colono","O Extensionista",auto,pt,"downloads/oextensionista/#544 - #roça #turismo #colono {O Extensionista}.txt"
545,vCSBU-zAgvg,https://www.youtube.com/watch?v=vCSBU-zAgvg,"#motivação #reflexão #roça #turismo","O Extensionista",auto,pt,"downloads/oextensionista/#545 - #motivação #reflexão #roça #turismo {O Extensionista}.txt"
546,3Cr1Q9PXRRQ,https://www.youtube.com/watch?v=3Cr1Q9PXRRQ,"#roça #jesus","O Extensionista",auto,pt,"downloads/oextensionista/#546 - #roça #jesus {O Extensionista}.txt"
547,cXwpxTv13QM,https://www.youtube.com/watch?v=cXwpxTv13QM,"#music #roça #turismo","O Extensionista",auto,pt,"downloads/oextensionista/#547 - #music #roça #turismo {O Extensionista}.txt"
548,XONQCNCRen8,https://www.youtube.com/watch?v=XONQCNCRen8,"#roça #turismo #colono","O Extensionista",auto,pt,"downloads/oextensionista/#548 - #roça #turismo #colono {O Extensionista}.txt"
549,N3Ryqilr3vM,https://www.youtube.com/watch?v=N3Ryqilr3vM,"#roça #turismo #colono","O Extensionista",auto,pt,"downloads/oextensionista/#549 - #roça #turismo #colono {O Extensionista}.txt"
550,i19LiODo-yc,https://www.youtube.com/watch?v=i19LiODo-yc,"#roça #turismo #colono #novocabrais","O Extensionista",auto,pt,"downloads/oextensionista/#550 - #roça #turismo #colono #novocabrais {O Extensionista}.txt"
551,-bBbheI0V8c,https://www.youtube.com/watch?v=-bBbheI0V8c,"#gaucho #roça #turismo #trator","O Extensionista",auto,pt,"downloads/oextensionista/#551 - #gaucho #roça #turismo #trator {O Extensionista}.txt"
552,kZY0bx5sYOw,https://www.youtube.com/watch?v=kZY0bx5sYOw,"#roça #agronomia","O Extensionista",auto,pt,"downloads/oextensionista/#552 - #roça #agronomia {O Extensionista}.txt"
553,_j3410ceQVc,https://www.youtube.com/watch?v=_j3410ceQVc,"#roça #turismo #agro","O Extensionista",auto,pt,"downloads/oextensionista/#553 - #roça #turismo #agro {O Extensionista}.txt"
554,3BFEm-_HVtI,https://www.youtube.com/watch?v=3BFEm-_HVtI,"Dia do Engenheiro Agrônomo #agronomia #agro","O Extensionista",auto,pt,"downloads/oextensionista/#554 - Dia do Engenheiro Agrônomo #agronomia #agro {O Extensionista}.txt"
555,UgOv-anKHEY,https://www.youtube.com/watch?v=UgOv-anKHEY,"#roça #turismo #colono #interior","O Extensionista",auto,pt,"downloads/oextensionista/#555 - #roça #turismo #colono #interior {O Extensionista}.txt"
556,8mlWoOF8HxA,https://www.youtube.com/watch?v=8mlWoOF8HxA,"#agro #roça #turismo #caminhoparaumavidamelhor","O Extensionista",auto,pt,"downloads/oextensionista/#556 - #agro #roça #turismo #caminhoparaumavidamelhor {O Extensionista}.txt"
557,qJ790AXo-6k,https://www.youtube.com/watch?v=qJ790AXo-6k,"#caminhada","O Extensionista",auto,pt,"downloads/oextensionista/#557 - #caminhada {O Extensionista}.txt"
558,d6ZdKrqLWCk,https://www.youtube.com/watch?v=d6ZdKrqLWCk,"#reflexão #amem","O Extensionista",auto,pt,"downloads/oextensionista/#558 - #reflexão #amem {O Extensionista}.txt"
559,t35LSHCULAk,https://www.youtube.com/watch?v=t35LSHCULAk,"#reflexão #roça #colono","O Extensionista",auto,pt,"downloads/oextensionista/#559 - #reflexão #roça #colono {O Extensionista}.txt"
560,rdEAoE2agF0,https://www.youtube.com/watch?v=rdEAoE2agF0,"#bandinha #roça #colono","O Extensionista",auto,pt,"downloads/oextensionista/#560 - #bandinha #roça #colono {O Extensionista}.txt"
561,e4K8B05Gjj4,https://www.youtube.com/watch?v=e4K8B05Gjj4,"#roça #caminhoparaumavidamelhor","O Extensionista",auto,pt,"downloads/oextensionista/#561 - #roça #caminhoparaumavidamelhor {O Extensionista}.txt"
562,HAqlHQrGqDQ,https://www.youtube.com/watch?v=HAqlHQrGqDQ,"#roça #colono","O Extensionista",auto,pt,"downloads/oextensionista/#562 - #roça #colono {O Extensionista}.txt"
563,Ov80CwA2rK0,https://www.youtube.com/watch?v=Ov80CwA2rK0,"#roça #colono #natureza","O Extensionista",auto,pt,"downloads/oextensionista/#563 - #roça #colono #natureza {O Extensionista}.txt"
564,gWFGX-8eb7Q,https://www.youtube.com/watch?v=gWFGX-8eb7Q,"#bandinha #roça #colono","O Extensionista",auto,pt,"downloads/oextensionista/#564 - #bandinha #roça #colono {O Extensionista}.txt"
565,lTaVUPxkggw,https://www.youtube.com/watch?v=lTaVUPxkggw,"#cristo #novocabrais #turismorural","O Extensionista",auto,pt,"downloads/oextensionista/#565 - #cristo #novocabrais #turismorural {O Extensionista}.txt"
566,oozjy_g4g38,https://www.youtube.com/watch?v=oozjy_g4g38,"#gaucho #roça #colono #turismorural","O Extensionista",auto,pt,"downloads/oextensionista/#566 - #gaucho #roça #colono #turismorural {O Extensionista}.txt"
567,KYAewIq_mH0,https://www.youtube.com/watch?v=KYAewIq_mH0,"#roça #colono #turismorural","O Extensionista",auto,pt,"downloads/oextensionista/#567 - #roça #colono #turismorural {O Extensionista}.txt"
568,tE42JFSApUs,https://www.youtube.com/watch?v=tE42JFSApUs,"#bandinha #roça #carne","O Extensionista",auto,pt,"downloads/oextensionista/#568 - #bandinha #roça #carne {O Extensionista}.txt"
569,FQtKbtlAWkU,https://www.youtube.com/watch?v=FQtKbtlAWkU,"#bandinha #roça #colono #turismo","O Extensionista",auto,pt,"downloads/oextensionista/#569 - #bandinha #roça #colono #turismo {O Extensionista}.txt"
570,iZKFoo06eMw,https://www.youtube.com/watch?v=iZKFoo06eMw,"#roça #turismorural","O Extensionista",auto,pt,"downloads/oextensionista/#570 - #roça #turismorural {O Extensionista}.txt"
571,3W7LWo9tFn0,https://www.youtube.com/watch?v=3W7LWo9tFn0,"#roça #municípios #turismorural #turismonosul","O Extensionista",auto,pt,"downloads/oextensionista/#571 - #roça #municípios #turismorural #turismonosul {O Extensionista}.txt"
572,iY-DVB8BDgA,https://www.youtube.com/watch?v=iY-DVB8BDgA,"#roça #turismo","O Extensionista",auto,pt,"downloads/oextensionista/#572 - #roça #turismo {O Extensionista}.txt"
573,RAQ2kMA1ZAM,https://www.youtube.com/watch?v=RAQ2kMA1ZAM,"#roça #colono #deustemumapalavrapravoce #agro","O Extensionista",auto,pt,"downloads/oextensionista/#573 - #roça #colono #deustemumapalavrapravoce #agro {O Extensionista}.txt"
574,srtDCHNUg5Y,https://www.youtube.com/watch?v=srtDCHNUg5Y,"#natureza","O Extensionista",auto,pt,"downloads/oextensionista/#574 - #natureza {O Extensionista}.txt"
575,hVINbWnrFHs,https://www.youtube.com/watch?v=hVINbWnrFHs,"#roça #colono","O Extensionista",auto,pt,"downloads/oextensionista/#575 - #roça #colono {O Extensionista}.txt"
576,rwqG1cQDM8Q,https://www.youtube.com/watch?v=rwqG1cQDM8Q,"Release da Caminhada de Novo Cabrais, RS #turismorural","O Extensionista",auto,pt,"downloads/oextensionista/#576 - Release da Caminhada de Novo Cabrais, RS #turismorural {O Extensionista}.txt"
577,FWja0MmTXl8,https://www.youtube.com/watch?v=FWja0MmTXl8,"#roça #caminhada","O Extensionista",auto,pt,"downloads/oextensionista/#577 - #roça #caminhada {O Extensionista}.txt"
578,ZH01026h-fw,https://www.youtube.com/watch?v=ZH01026h-fw,"#gaucho #roça #colono #turismo","O Extensionista",auto,pt,"downloads/oextensionista/#578 - #gaucho #roça #colono #turismo {O Extensionista}.txt"
579,XL7Ga0psYDA,https://www.youtube.com/watch?v=XL7Ga0psYDA,"#roça #colono #turismo","O Extensionista",auto,pt,"downloads/oextensionista/#579 - #roça #colono #turismo {O Extensionista}.txt"
580,wMgoZF-hZ-E,https://www.youtube.com/watch?v=wMgoZF-hZ-E,"#roça #colono #turismo","O Extensionista",auto,pt,"downloads/oextensionista/#580 - #roça #colono #turismo {O Extensionista}.txt"
581,zxn3FSga3MI,https://www.youtube.com/watch?v=zxn3FSga3MI,"#bandinha #roça #colono","O Extensionista",auto,pt,"downloads/oextensionista/#581 - #bandinha #roça #colono {O Extensionista}.txt"
582,quCZlqq0Rys,https://www.youtube.com/watch?v=quCZlqq0Rys,"#roça #colono #agro #caminhada","O Extensionista",auto,pt,"downloads/oextensionista/#582 - #roça #colono #agro #caminhada {O Extensionista}.txt"
583,rayCJKaUHOg,https://www.youtube.com/watch?v=rayCJKaUHOg,"#roça #colono #colono","O Extensionista",auto,pt,"downloads/oextensionista/#583 - #roça #colono #colono {O Extensionista}.txt"
584,Z4uB2tSv7hg,https://www.youtube.com/watch?v=Z4uB2tSv7hg,"#roça #colono #agro","O Extensionista",auto,pt,"downloads/oextensionista/#584 - #roça #colono #agro {O Extensionista}.txt"
585,EUbEiW_PyTc,https://www.youtube.com/watch?v=EUbEiW_PyTc,"📢✨ Acessibilidade em Pauta com a Fruticultura #libras #frutas","NA",auto,pt,"downloads/oextensionista/#585 - 📢✨ Acessibilidade em Pauta com a Fruticultura #libras #frutas {NA}.txt"
586,ziLbG_kAF3E,https://www.youtube.com/watch?v=ziLbG_kAF3E,"#gaucho #colono #roça","O Extensionista",auto,pt,"downloads/oextensionista/#586 - #gaucho #colono #roça {O Extensionista}.txt"
587,iyUd13hwBPM,https://www.youtube.com/watch?v=iyUd13hwBPM,"#roça #colono #agro","O Extensionista",auto,pt,"downloads/oextensionista/#587 - #roça #colono #agro {O Extensionista}.txt"
588,ff23boN1Hj0,https://www.youtube.com/watch?v=ff23boN1Hj0,"#educação","O Extensionista",auto,pt,"downloads/oextensionista/#588 - #educação {O Extensionista}.txt"
589,DrQY-OSVrMU,https://www.youtube.com/watch?v=DrQY-OSVrMU,"#roça #colono #agro","O Extensionista",auto,pt,"downloads/oextensionista/#589 - #roça #colono #agro {O Extensionista}.txt"
590,6SXlnFapxoI,https://www.youtube.com/watch?v=6SXlnFapxoI,"Visita da Efasol no Colégio Politécnico da UFSM","O Extensionista",auto,pt,"downloads/oextensionista/#590 - Visita da Efasol no Colégio Politécnico da UFSM {O Extensionista}.txt"
591,rYdsDQxali0,https://www.youtube.com/watch?v=rYdsDQxali0,"#gaucho #roça #colono","O Extensionista",auto,pt,"downloads/oextensionista/#591 - #gaucho #roça #colono {O Extensionista}.txt"
592,JyyHir9jtOk,https://www.youtube.com/watch?v=JyyHir9jtOk,"#bandinha #roça #colono #agro","O Extensionista",auto,pt,"downloads/oextensionista/#592 - #bandinha #roça #colono #agro {O Extensionista}.txt"
593,U4BjYfMxJcA,https://www.youtube.com/watch?v=U4BjYfMxJcA,"Caminhada em Novo Cabrais #riograndedosul","O Extensionista",auto,pt,"downloads/oextensionista/#593 - Caminhada em Novo Cabrais #riograndedosul {O Extensionista}.txt"
594,r5PHuclJ1P0,https://www.youtube.com/watch?v=r5PHuclJ1P0,"#roça #colono #agricultura #agro","O Extensionista",auto,pt,"downloads/oextensionista/#594 - #roça #colono #agricultura #agro {O Extensionista}.txt"
595,BcLplmcsU5A,https://www.youtube.com/watch?v=BcLplmcsU5A,"#roça #colono #agricultura","O Extensionista",auto,pt,"downloads/oextensionista/#595 - #roça #colono #agricultura {O Extensionista}.txt"
596,pYxRiUCUXas,https://www.youtube.com/watch?v=pYxRiUCUXas,"#roça #segurançaalimentar","O Extensionista",auto,pt,"downloads/oextensionista/#596 - #roça #segurançaalimentar {O Extensionista}.txt"
597,aQs_WKgBlN4,https://www.youtube.com/watch?v=aQs_WKgBlN4,"#bandinha #roça #colono #deustemumapalavrapravoce #agricultura","O Extensionista",auto,pt,"downloads/oextensionista/#597 - #bandinha #roça #colono #deustemumapalavrapravoce #agricultura {O Extensionista}.txt"
598,I6439IBqQZg,https://www.youtube.com/watch?v=I6439IBqQZg,"#roça #colono #agricultura","O Extensionista",auto,pt,"downloads/oextensionista/#598 - #roça #colono #agricultura {O Extensionista}.txt"
599,lBbN0ADLbFo,https://www.youtube.com/watch?v=lBbN0ADLbFo,"#roça #colono #deustemumapalavrapravoce #agro","O Extensionista",auto,pt,"downloads/oextensionista/#599 - #roça #colono #deustemumapalavrapravoce #agro {O Extensionista}.txt"
600,FbZdtJ6VGko,https://www.youtube.com/watch?v=FbZdtJ6VGko,"#gaucho #roça #colono","O Extensionista",auto,pt,"downloads/oextensionista/#600 - #gaucho #roça #colono {O Extensionista}.txt"
601,YygYWv9AesI,https://www.youtube.com/watch?v=YygYWv9AesI,"#roça #colono #agricultura","O Extensionista",auto,pt,"downloads/oextensionista/#601 - #roça #colono #agricultura {O Extensionista}.txt"
602,gR_rYesOIo4,https://www.youtube.com/watch?v=gR_rYesOIo4,"#roça #colono #agricultura","O Extensionista",auto,pt,"downloads/oextensionista/#602 - #roça #colono #agricultura {O Extensionista}.txt"
603,uQhxyuQRR18,https://www.youtube.com/watch?v=uQhxyuQRR18,"#bandinha #roça #estudos","O Extensionista",auto,pt,"downloads/oextensionista/#603 - #bandinha #roça #estudos {O Extensionista}.txt"
604,uocqYcz-KHE,https://www.youtube.com/watch?v=uocqYcz-KHE,"#roça #estudos","O Extensionista",auto,pt,"downloads/oextensionista/#604 - #roça #estudos {O Extensionista}.txt"
605,VktL4-uthsQ,https://www.youtube.com/watch?v=VktL4-uthsQ,"#agro #roça #andarilho","O Extensionista",auto,pt,"downloads/oextensionista/#605 - #agro #roça #andarilho {O Extensionista}.txt"
606,i8BBFZXMHos,https://www.youtube.com/watch?v=i8BBFZXMHos,"#educação","O Extensionista",auto,pt,"downloads/oextensionista/#606 - #educação {O Extensionista}.txt"
607,9Ko6gvO1NT0,https://www.youtube.com/watch?v=9Ko6gvO1NT0,"#reflexão #roça #travel","O Extensionista",auto,pt,"downloads/oextensionista/#607 - #reflexão #roça #travel {O Extensionista}.txt"
608,SCgsyuKcJ3Q,https://www.youtube.com/watch?v=SCgsyuKcJ3Q,"#roça #colono #trabalho","O Extensionista",auto,pt,"downloads/oextensionista/#608 - #roça #colono #trabalho {O Extensionista}.txt"
609,6Vcnk7P0pqs,https://www.youtube.com/watch?v=6Vcnk7P0pqs,"#roça #colono","O Extensionista",auto,pt,"downloads/oextensionista/#609 - #roça #colono {O Extensionista}.txt"
610,_WzYF8E0wtw,https://www.youtube.com/watch?v=_WzYF8E0wtw,"#jesus #reflexão #roça","O Extensionista",auto,pt,"downloads/oextensionista/#610 - #jesus #reflexão #roça {O Extensionista}.txt"
611,DK_NJQSmzZo,https://www.youtube.com/watch?v=DK_NJQSmzZo,"#roça","O Extensionista",auto,pt,"downloads/oextensionista/#611 - #roça {O Extensionista}.txt"
612,EhyQzxRAY-U,https://www.youtube.com/watch?v=EhyQzxRAY-U,"#roça #colono #natureza","O Extensionista",auto,pt,"downloads/oextensionista/#612 - #roça #colono #natureza {O Extensionista}.txt"
613,OcduUXKv0DM,https://www.youtube.com/watch?v=OcduUXKv0DM,"#roça #colono #farming #agriculture","O Extensionista",auto,pt,"downloads/oextensionista/#613 - #roça #colono #farming #agriculture {O Extensionista}.txt"
614,PpW9qC8EXp0,https://www.youtube.com/watch?v=PpW9qC8EXp0,"#jesus #motivação #reflexão #caminhoparaumavidamelhor","O Extensionista",auto,pt,"downloads/oextensionista/#614 - #jesus #motivação #reflexão #caminhoparaumavidamelhor {O Extensionista}.txt"
615,5crdrUGVIwc,https://www.youtube.com/watch?v=5crdrUGVIwc,"#roça #estudos #farming","O Extensionista",auto,pt,"downloads/oextensionista/#615 - #roça #estudos #farming {O Extensionista}.txt"
616,hBXTeIagjKw,https://www.youtube.com/watch?v=hBXTeIagjKw,"#educação","O Extensionista",auto,pt,"downloads/oextensionista/#616 - #educação {O Extensionista}.txt"
617,yeSrhazgR6U,https://www.youtube.com/watch?v=yeSrhazgR6U,"#gaucho #roça #colono #agro","O Extensionista",auto,pt,"downloads/oextensionista/#617 - #gaucho #roça #colono #agro {O Extensionista}.txt"
618,FVWLHh4mYgc,https://www.youtube.com/watch?v=FVWLHh4mYgc,"#roça #farming #agro","O Extensionista",auto,pt,"downloads/oextensionista/#618 - #roça #farming #agro {O Extensionista}.txt"
619,g6B9ZVowELM,https://www.youtube.com/watch?v=g6B9ZVowELM,"#farming #agro","O Extensionista",auto,pt,"downloads/oextensionista/#619 - #farming #agro {O Extensionista}.txt"
620,opiggKDlaww,https://www.youtube.com/watch?v=opiggKDlaww,"#roça #deus","O Extensionista",auto,pt,"downloads/oextensionista/#620 - #roça #deus {O Extensionista}.txt"
621,6WMaf93r7EM,https://www.youtube.com/watch?v=6WMaf93r7EM,"#roça #estados","O Extensionista",auto,pt,"downloads/oextensionista/#621 - #roça #estados {O Extensionista}.txt"
622,kZOH1FgiJto,https://www.youtube.com/watch?v=kZOH1FgiJto,"Técnico em Fruticultura no Descubra da UFSM #seleção #ufsm","O Extensionista",auto,pt,"downloads/oextensionista/#622 - Técnico em Fruticultura no Descubra da UFSM #seleção #ufsm {O Extensionista}.txt"
623,7WbFoCLE_w4,https://www.youtube.com/watch?v=7WbFoCLE_w4,"#roça #agro #colono","O Extensionista",auto,pt,"downloads/oextensionista/#623 - #roça #agro #colono {O Extensionista}.txt"
624,5pJrIpvCrms,https://www.youtube.com/watch?v=5pJrIpvCrms,"#roça #caminhoparaumavidamelhor #agricultura #agro","O Extensionista",auto,pt,"downloads/oextensionista/#624 - #roça #caminhoparaumavidamelhor #agricultura #agro {O Extensionista}.txt"
625,gcW4RWywuGc,https://www.youtube.com/watch?v=gcW4RWywuGc,"#jesus #motivação #amem #reflexão #deus","O Extensionista",auto,pt,"downloads/oextensionista/#625 - #jesus #motivação #amem #reflexão #deus {O Extensionista}.txt"
626,nqFT6rKUBxo,https://www.youtube.com/watch?v=nqFT6rKUBxo,"#roça #gatos #gato","O Extensionista",auto,pt,"downloads/oextensionista/#626 - #roça #gatos #gato {O Extensionista}.txt"
627,t5dHY2S9BcA,https://www.youtube.com/watch?v=t5dHY2S9BcA,"#jesus #motivação #amem #reflexão","O Extensionista",auto,pt,"downloads/oextensionista/#627 - #jesus #motivação #amem #reflexão {O Extensionista}.txt"
628,LkluQRttGvk,https://www.youtube.com/watch?v=LkluQRttGvk,"#roça #agro #caminhoparaumavidamelhor #deustemumapalavrapravoce","O Extensionista",auto,pt,"downloads/oextensionista/#628 - #roça #agro #caminhoparaumavidamelhor #deustemumapalavrapravoce {O Extensionista}.txt"
629,psgGkfqS3d4,https://www.youtube.com/watch?v=psgGkfqS3d4,"#reflexão #roça #caminhoparaumavidamelhor","O Extensionista",auto,pt,"downloads/oextensionista/#629 - #reflexão #roça #caminhoparaumavidamelhor {O Extensionista}.txt"
630,vT0EVpzCDkc,https://www.youtube.com/watch?v=vT0EVpzCDkc,"#reflexão #roça #caminhoparaumavidamelhor #agricultura","O Extensionista",auto,pt,"downloads/oextensionista/#630 - #reflexão #roça #caminhoparaumavidamelhor #agricultura {O Extensionista}.txt"
631,8_d3PA1HjNM,https://www.youtube.com/watch?v=8_d3PA1HjNM,"#reflexão #roça #colono #agricultura","O Extensionista",auto,pt,"downloads/oextensionista/#631 - #reflexão #roça #colono #agricultura {O Extensionista}.txt"
632,nLsylDK0Lbc,https://www.youtube.com/watch?v=nLsylDK0Lbc,"#roça #agro #colono #agricultura","O Extensionista",auto,pt,"downloads/oextensionista/#632 - #roça #agro #colono #agricultura {O Extensionista}.txt"
633,yQsljQoebgc,https://www.youtube.com/watch?v=yQsljQoebgc,"#roça #vestibular #ufsm","O Extensionista",auto,pt,"downloads/oextensionista/#633 - #roça #vestibular #ufsm {O Extensionista}.txt"
634,3SFJrNCVD04,https://www.youtube.com/watch?v=3SFJrNCVD04,"#roça #agro #colono #riograndedosul","O Extensionista",auto,pt,"downloads/oextensionista/#634 - #roça #agro #colono #riograndedosul {O Extensionista}.txt"
635,-Yd-yPWLiuU,https://www.youtube.com/watch?v=-Yd-yPWLiuU,"#jesus #motivação #amem #reflexão #deus","O Extensionista",auto,pt,"downloads/oextensionista/#635 - #jesus #motivação #amem #reflexão #deus {O Extensionista}.txt"
636,AH1kKNYWlnc,https://www.youtube.com/watch?v=AH1kKNYWlnc,"#motivação #reflexão #roça","O Extensionista",auto,pt,"downloads/oextensionista/#636 - #motivação #reflexão #roça {O Extensionista}.txt"
637,B3jkg2eopbw,https://www.youtube.com/watch?v=B3jkg2eopbw,"Vencedora da caixa misteriosa no Técnico em Fruticultura #frutas","O Extensionista",auto,pt,"downloads/oextensionista/#637 - Vencedora da caixa misteriosa no Técnico em Fruticultura #frutas {O Extensionista}.txt"
638,NYhNILIpGoI,https://www.youtube.com/watch?v=NYhNILIpGoI,"#roça #agro #Fruticultura","O Extensionista",auto,pt,"downloads/oextensionista/#638 - #roça #agro #Fruticultura {O Extensionista}.txt"
639,LHAI4QrUcKU,https://www.youtube.com/watch?v=LHAI4QrUcKU,"#roça #fruticultura #surpresa","O Extensionista",auto,pt,"downloads/oextensionista/#639 - #roça #fruticultura #surpresa {O Extensionista}.txt"
640,zGHqvAQD16I,https://www.youtube.com/watch?v=zGHqvAQD16I,"#roça #sinais #libras #frutas","O Extensionista",auto,pt,"downloads/oextensionista/#640 - #roça #sinais #libras #frutas {O Extensionista}.txt"
641,u4YHMDYo4-g,https://www.youtube.com/watch?v=u4YHMDYo4-g,"#bandinha #evento","O Extensionista",auto,pt,"downloads/oextensionista/#641 - #bandinha #evento {O Extensionista}.txt"
642,H6nqjvMEqCA,https://www.youtube.com/watch?v=H6nqjvMEqCA,"#roça #bike","O Extensionista",auto,pt,"downloads/oextensionista/#642 - #roça #bike {O Extensionista}.txt"
643,Er91uMnFFf0,https://www.youtube.com/watch?v=Er91uMnFFf0,"#roça #seminário","O Extensionista",auto,pt,"downloads/oextensionista/#643 - #roça #seminário {O Extensionista}.txt"
644,rlM-OV4dINg,https://www.youtube.com/watch?v=rlM-OV4dINg,"#gaucho #roça #agro","O Extensionista",auto,pt,"downloads/oextensionista/#644 - #gaucho #roça #agro {O Extensionista}.txt"
645,5w7KSIRiJLk,https://www.youtube.com/watch?v=5w7KSIRiJLk,"#roça #agro #agricultura","O Extensionista",auto,pt,"downloads/oextensionista/#645 - #roça #agro #agricultura {O Extensionista}.txt"
646,d-9-RRandoQ,https://www.youtube.com/watch?v=d-9-RRandoQ,"#jesus #motivação #reflexão","O Extensionista",auto,pt,"downloads/oextensionista/#646 - #jesus #motivação #reflexão {O Extensionista}.txt"
647,F1P39MAoEr0,https://www.youtube.com/watch?v=F1P39MAoEr0,"#roça #agro #colono #agricultura","O Extensionista",auto,pt,"downloads/oextensionista/#647 - #roça #agro #colono #agricultura {O Extensionista}.txt"
648,wKbq9AuTWGY,https://www.youtube.com/watch?v=wKbq9AuTWGY,"#roça #agro #colono","O Extensionista",auto,pt,"downloads/oextensionista/#648 - #roça #agro #colono {O Extensionista}.txt"
649,chSWjgQ8iAw,https://www.youtube.com/watch?v=chSWjgQ8iAw,"#bandinha #roça #agro","O Extensionista",auto,pt,"downloads/oextensionista/#649 - #bandinha #roça #agro {O Extensionista}.txt"
650,uAj0E_-tJsI,https://www.youtube.com/watch?v=uAj0E_-tJsI,"#roça #agro #rural","O Extensionista",auto,pt,"downloads/oextensionista/#650 - #roça #agro #rural {O Extensionista}.txt"
