ep_number,video_id,video_url,title,speaker,subtitle_mode,lang,txt_path
1,jNATKR770KQ,https://www.youtube.com/watch?v=jNATKR770KQ,"Uso do GPS na Fruticultura #roça #fruticultura","O Extensionista",auto,pt,"downloads/oextensionista/#001 - Uso do GPS na Fruticultura #roça #fruticultura {O Extensionista}.txt"
2,dAqAiehoPTw,https://www.youtube.com/watch?v=dAqAiehoPTw,"Os diferentes tipos de solos no Brasil e o impacto na Fruticultura","O Extensionista",auto,pt,"downloads/oextensionista/#002 - Os diferentes tipos de solos no Brasil e o impacto na Fruticultura {O Extensionista}.txt"
3,bJst-HXeAfI,https://www.youtube.com/watch?v=bJst-HXeAfI,"✂️🍇 Poda mista na videira em 1 minuto!","O Extensionista",auto,pt,"downloads/oextensionista/#003 - ✂️🍇 Poda mista na videira em 1 minuto! {O Extensionista}.txt"
4,kBAcs32x3-E,https://www.youtube.com/watch?v=kBAcs32x3-E,"𝙋𝙤𝙙𝙖 𝙙𝙚 𝙑𝙞𝙙𝙚𝙞𝙧𝙖 🌱","O Extensionista",auto,pt,"downloads/oextensionista/#004 - 𝙋𝙤𝙙𝙖 𝙙𝙚 𝙑𝙞𝙙𝙚𝙞𝙧𝙖 🌱 {O Extensionista}.txt"
5,l_9INXW4tks,https://www.youtube.com/watch?v=l_9INXW4tks,"📍 Geoprocessamento Aplicado na Fruticultura 🌱 Prof. Alessandro Miola","O Extensionista",auto,pt,"downloads/oextensionista/#005 - 📍 Geoprocessamento Aplicado na Fruticultura 🌱 Prof. Alessandro Miola {O Extensionista}.txt"
6,EJ0jA40Iz3c,https://www.youtube.com/watch?v=EJ0jA40Iz3c,"Vivência na Propriedade Horizonte em Alegrete, RS #fruticultura #sistematização #conhecimento","O Extensionista",auto,pt,"downloads/oextensionista/#006 - Vivência na Propriedade Horizonte em Alegrete, RS #fruticultura #sistematização #conhecimento {O Extensionista}.txt"
7,RASpK_wo2xQ,https://www.youtube.com/watch?v=RASpK_wo2xQ,"Caminhando com os Quilombolas: história e ancestralidade","O Extensionista",auto,pt,"downloads/oextensionista/#007 - Caminhando com os Quilombolas- história e ancestralidade {O Extensionista}.txt"
8,YN4dNn6qvQc,https://www.youtube.com/watch?v=YN4dNn6qvQc,"Como coletar folhas para análise #fruticultura #folhas #coleta","O Extensionista",auto,pt,"downloads/oextensionista/#008 - Como coletar folhas para análise #fruticultura #folhas #coleta {O Extensionista}.txt"
9,X2xhoNTVrlk,https://www.youtube.com/watch?v=X2xhoNTVrlk,"Virtual 💻 ou Presencial 🤝? O que funciona melhor para Extensionistas Rurais? 👩‍🌾🧑‍🌾🌱","O Extensionista",auto,pt,"downloads/oextensionista/#009 - Virtual 💻 ou Presencial 🤝- O que funciona melhor para Extensionistas Rurais- 👩‍🌾🧑‍🌾🌱 {O Extensionista}.txt"
10,nN7L28HaqTQ,https://www.youtube.com/watch?v=nN7L28HaqTQ,"Deriva na aplicação de defensivos - saiba como evitar? #aplicação #dicarural #produtor #agro","O Extensionista",auto,pt,"downloads/oextensionista/#010 - Deriva na aplicação de defensivos - saiba como evitar- #aplicação #dicarural #produtor #agro {O Extensionista}.txt"
11,8UYQ62_-sD0,https://www.youtube.com/watch?v=8UYQ62_-sD0,"Encontro de Produtores de Noz Pecan em Santa Maria, RS #fruticultura #extensaorural","O Extensionista",auto,pt,"downloads/oextensionista/#011 - Encontro de Produtores de Noz Pecan em Santa Maria, RS #fruticultura #extensaorural {O Extensionista}.txt"
12,JdOhsUm8IYw,https://www.youtube.com/watch?v=JdOhsUm8IYw,"Conheça o tipo de solo para o sistema de rega na Fruticultura","O Extensionista",auto,pt,"downloads/oextensionista/#012 - Conheça o tipo de solo para o sistema de rega na Fruticultura {O Extensionista}.txt"
13,h_UycOVeMb0,https://www.youtube.com/watch?v=h_UycOVeMb0,"Sistematização de Experiências - Começando na Avicultura Colonial para Produção de Ovos #avicultura","O Extensionista",auto,pt,"downloads/oextensionista/#013 - Sistematização de Experiências - Começando na Avicultura Colonial para Produção de Ovos #avicultura {O Extensionista}.txt"
14,nw0ZOYxUIYA,https://www.youtube.com/watch?v=nw0ZOYxUIYA,"III Seminário Nacional de Ensino em Extensão Rural (SNEER) - UFSM, RS","O Extensionista",auto,pt,"downloads/oextensionista/#014 - III Seminário Nacional de Ensino em Extensão Rural (SNEER) - UFSM, RS {O Extensionista}.txt"
15,Xg0GqP-AAAs,https://www.youtube.com/watch?v=Xg0GqP-AAAs,"👉 O Extensionista vai de Bike – por Santa Maria, RS 🚴 #pedal #mtb #bicicleta #bike","O Extensionista",auto,pt,"downloads/oextensionista/#015 - 👉 O Extensionista vai de Bike – por Santa Maria, RS 🚴 #pedal #mtb #bicicleta #bike {O Extensionista}.txt"
16,2bmTTd8Sq1Q,https://www.youtube.com/watch?v=2bmTTd8Sq1Q,"Plano Diretor da Embrapa 2024-2030 - Panorama atual da Agricultura Brasileira","O Extensionista",auto,pt,"downloads/oextensionista/#016 - Plano Diretor da Embrapa 2024-2030 - Panorama atual da Agricultura Brasileira {O Extensionista}.txt"
17,XzQ3JEBsWJ0,https://www.youtube.com/watch?v=XzQ3JEBsWJ0,"Plano Diretor da Embrapa 2024-2030 - Cenário - Parte 1","O Extensionista",auto,pt,"downloads/oextensionista/#017 - Plano Diretor da Embrapa 2024-2030 - Cenário - Parte 1 {O Extensionista}.txt"
18,ZTX5mKTkOQY,https://www.youtube.com/watch?v=ZTX5mKTkOQY,"🤔 O que você está fazendo para que seus filhos não te abandonem na propriedade rural? 🌱","O Extensionista",auto,pt,"downloads/oextensionista/#018 - 🤔 O que você está fazendo para que seus filhos não te abandonem na propriedade rural- 🌱 {O Extensionista}.txt"
19,MhucpEqA8LE,https://www.youtube.com/watch?v=MhucpEqA8LE,"🌿🌟 Caminhada “Caminhos da Natureza, da Arte e da Fé” 🌟🌿","O Extensionista",auto,pt,"downloads/oextensionista/#019 - 🌿🌟 Caminhada “Caminhos da Natureza, da Arte e da Fé” 🌟🌿 {O Extensionista}.txt"
20,D60E0BYNP0Y,https://www.youtube.com/watch?v=D60E0BYNP0Y,"Dia de Extensão Rural 💚","O Extensionista",auto,pt,"downloads/oextensionista/#020 - Dia de Extensão Rural 💚 {O Extensionista}.txt"
21,a-nq3GoxcRQ,https://www.youtube.com/watch?v=a-nq3GoxcRQ,"👉 Resposta de comentário – Pronaf Jovem 🥰 💚","O Extensionista",auto,pt,"downloads/oextensionista/#021 - 👉 Resposta de comentário – Pronaf Jovem 🥰 💚 {O Extensionista}.txt"
22,XbnB4fcJG34,https://www.youtube.com/watch?v=XbnB4fcJG34,"Viticultura e Fruticultura no Bioma Pampa - confira os detalhes do evento!","O Extensionista",auto,pt,"downloads/oextensionista/#022 - Viticultura e Fruticultura no Bioma Pampa - confira os detalhes do evento! {O Extensionista}.txt"
23,A514JW70kBA,https://www.youtube.com/watch?v=A514JW70kBA,"Você conhece a Feira do Livro de Santa Maria? 📚 👨‍🎓 ☕","O Extensionista",auto,pt,"downloads/oextensionista/#023 - Você conhece a Feira do Livro de Santa Maria- 📚 👨‍🎓 ☕ {O Extensionista}.txt"
24,ra1lcoqIxeQ,https://www.youtube.com/watch?v=ra1lcoqIxeQ,"Os produtos que compramos na feira livre? 🥬🥕🍒#agriculturafamiliar #feira #alimentos #frutas #comida","O Extensionista",auto,pt,"downloads/oextensionista/#024 - Os produtos que compramos na feira livre- 🥬🥕🍒#agriculturafamiliar #feira #alimentos #frutas #comida {O Extensionista}.txt"
25,vno3SpBTz6Q,https://www.youtube.com/watch?v=vno3SpBTz6Q,"Sábado é dia de feira livre!🥕🍒#agriculturafamiliar #feira #alimentos #frutas #comida #comidasaudável","O Extensionista",auto,pt,"downloads/oextensionista/#025 - Sábado é dia de feira livre!🥕🍒#agriculturafamiliar #feira #alimentos #frutas #comida #comidasaudável {O Extensionista}.txt"
26,-f0RAVbkdxQ,https://www.youtube.com/watch?v=-f0RAVbkdxQ,"O Agricultor Familiar está no mito da caverna? 👨‍🌾🌱 👨‍🎓","O Extensionista",auto,pt,"downloads/oextensionista/#026 - O Agricultor Familiar está no mito da caverna- 👨‍🌾🌱 👨‍🎓 {O Extensionista}.txt"
27,juLhtCXksw4,https://www.youtube.com/watch?v=juLhtCXksw4,"Caminhada Internacional na Natureza no Quarta Colônia Geoparque Mundial da UNESCO em 2023","O Extensionista",auto,pt,"downloads/oextensionista/#027 - Caminhada Internacional na Natureza no Quarta Colônia Geoparque Mundial da UNESCO em 2023 {O Extensionista}.txt"
28,Gka_Op4P774,https://www.youtube.com/watch?v=Gka_Op4P774,"Qual é a rede social mais usada pelos Extensionistas Rurais e Agricultores? 👨‍🌾🌱 👨‍🎓","O Extensionista",auto,pt,"downloads/oextensionista/#028 - Qual é a rede social mais usada pelos Extensionistas Rurais e Agricultores- 👨‍🌾🌱 👨‍🎓 {O Extensionista}.txt"
29,7TznLiMddQ8,https://www.youtube.com/watch?v=7TznLiMddQ8,"Aplicação de Biológicos – Polifeira do Agricultor 👨‍🌾🌱 👨‍🎓","O Extensionista",auto,pt,"downloads/oextensionista/#029 - Aplicação de Biológicos – Polifeira do Agricultor 👨‍🌾🌱 👨‍🎓 {O Extensionista}.txt"
30,oDxTZtisXw4,https://www.youtube.com/watch?v=oDxTZtisXw4,"Especialização ou Diversificação na Agricultura? #agricultura #agropecuária #lavoura #commodity","O Extensionista",auto,pt,"downloads/oextensionista/#030 - Especialização ou Diversificação na Agricultura- #agricultura #agropecuária #lavoura #commodity {O Extensionista}.txt"
31,My9yhLaCu3o,https://www.youtube.com/watch?v=My9yhLaCu3o,"Mecanização na Agricultura #agricultura #agropecuária #agro #rural #roça #campo #máquinasagrícolas","O Extensionista",auto,pt,"downloads/oextensionista/#031 - Mecanização na Agricultura #agricultura #agropecuária #agro #rural #roça #campo #máquinasagrícolas {O Extensionista}.txt"
32,7B7UWlMi3gA,https://www.youtube.com/watch?v=7B7UWlMi3gA,"Depoimento do Agricultor Irineu Orlandi – Polifeira do Agricultor 👨‍🌾🌱 👨‍🎓","O Extensionista",auto,pt,"downloads/oextensionista/#032 - Depoimento do Agricultor Irineu Orlandi – Polifeira do Agricultor 👨‍🌾🌱 👨‍🎓 {O Extensionista}.txt"
33,TAYuiENLqEQ,https://www.youtube.com/watch?v=TAYuiENLqEQ,"Perspectiva Participativa na Extensão Rural 👨‍🌾🌱 👨‍🎓","O Extensionista",auto,pt,"downloads/oextensionista/#033 - Perspectiva Participativa na Extensão Rural 👨‍🌾🌱 👨‍🎓 {O Extensionista}.txt"
34,hOF9zhUBDwU,https://www.youtube.com/watch?v=hOF9zhUBDwU,"Depoimento para a EFA CENTRO - Rio Grande do Sul 💚","O Extensionista",auto,pt,"downloads/oextensionista/#034 - Depoimento para a EFA CENTRO - Rio Grande do Sul 💚 {O Extensionista}.txt"
35,aw0mYZmx0Tw,https://www.youtube.com/watch?v=aw0mYZmx0Tw,"O Extensionista responde: não se tem tanto conhecimento sobre Agricultura?","O Extensionista",auto,pt,"downloads/oextensionista/#035 - O Extensionista responde- não se tem tanto conhecimento sobre Agricultura- {O Extensionista}.txt"
36,B_yiqRwXf5o,https://www.youtube.com/watch?v=B_yiqRwXf5o,"As mudanças climáticas na Agricultura - Gravado 2 dias antes das enchentes no Rio Grande do Sul","O Extensionista",auto,pt,"downloads/oextensionista/#036 - As mudanças climáticas na Agricultura - Gravado 2 dias antes das enchentes no Rio Grande do Sul {O Extensionista}.txt"
37,c3V6u5LHa7I,https://www.youtube.com/watch?v=c3V6u5LHa7I,"Enchente no Rio Grande do Sul - O Extensionista","O Extensionista",auto,pt,"downloads/oextensionista/#037 - Enchente no Rio Grande do Sul - O Extensionista {O Extensionista}.txt"
38,FYdxcfMPVLI,https://www.youtube.com/watch?v=FYdxcfMPVLI,"Mudanças climáticas, enchentes no RS – Prof. Sergio Schneider já tinha alertado 👨‍🌾🌱 👨‍🎓","O Extensionista",auto,pt,"downloads/oextensionista/#038 - Mudanças climáticas, enchentes no RS – Prof. Sergio Schneider já tinha alertado 👨‍🌾🌱 👨‍🎓 {O Extensionista}.txt"
39,ROTDpzF9Ivs,https://www.youtube.com/watch?v=ROTDpzF9Ivs,"O Extensionista vai de bike pela UFSM e seus entornos","O Extensionista",auto,pt,"downloads/oextensionista/#039 - O Extensionista vai de bike pela UFSM e seus entornos {O Extensionista}.txt"
40,IjH4UXZsOWE,https://www.youtube.com/watch?v=IjH4UXZsOWE,"Edital de abertura da vagas para o Mestrado em Estudos Rurais da UFVJM","O Extensionista",auto,pt,"downloads/oextensionista/#040 - Edital de abertura da vagas para o Mestrado em Estudos Rurais da UFVJM {O Extensionista}.txt"
41,5vJn_0CceQ8,https://www.youtube.com/watch?v=5vJn_0CceQ8,"Extensão Rural com foco na Fruticultura","O Extensionista",auto,pt,"downloads/oextensionista/#041 - Extensão Rural com foco na Fruticultura {O Extensionista}.txt"
42,CvT8UVEEIB0,https://www.youtube.com/watch?v=CvT8UVEEIB0,"Segundo volume do livro "Diálogos na Extensão Rural" foi lançado em 2024","O Extensionista",auto,pt,"downloads/oextensionista/#042 - Segundo volume do livro -Diálogos na Extensão Rural- foi lançado em 2024 {O Extensionista}.txt"
43,PNHZH9r_WNs,https://www.youtube.com/watch?v=PNHZH9r_WNs,"Extensão Rural na Fruticultura","O Extensionista",auto,pt,"downloads/oextensionista/#043 - Extensão Rural na Fruticultura {O Extensionista}.txt"
44,R4VrpdSpYbU,https://www.youtube.com/watch?v=R4VrpdSpYbU,"Extensão Rural precisa trabalhar com os 17 ODS - Sergio Schneider","O Extensionista",auto,pt,"downloads/oextensionista/#044 - Extensão Rural precisa trabalhar com os 17 ODS - Sergio Schneider {O Extensionista}.txt"
45,8EjyCBpPXyY,https://www.youtube.com/watch?v=8EjyCBpPXyY,"Destaque de 4º Dia de Campo – Advanced Farm 360º: 17:29 - 22:29","O Extensionista",auto,pt,"downloads/oextensionista/#045 - Destaque de 4º Dia de Campo – Advanced Farm 360º- 17-29 - 22-29 {O Extensionista}.txt"
46,-RfdeUKU73c,https://www.youtube.com/watch?v=-RfdeUKU73c,"Perspectiva Dialógico-Comunicacional na Extensão Rural 👨‍🌾🌱 👨‍🎓","O Extensionista",auto,pt,"downloads/oextensionista/#046 - Perspectiva Dialógico-Comunicacional na Extensão Rural 👨‍🌾🌱 👨‍🎓 {O Extensionista}.txt"
47,lBhQbW3SIcI,https://www.youtube.com/watch?v=lBhQbW3SIcI,"A crise da atuação do Extensionista 👨‍🌾🌱 👨‍🎓","O Extensionista",auto,pt,"downloads/oextensionista/#047 - A crise da atuação do Extensionista 👨‍🌾🌱 👨‍🎓 {O Extensionista}.txt"
48,lKxLkWsMo-k,https://www.youtube.com/watch?v=lKxLkWsMo-k,"Conhece o Campo Remoto, Extensionista? #ater #aterdigital #assistenciatecnica #extensãorural #agro","O Extensionista",auto,pt,"downloads/oextensionista/#048 - Conhece o Campo Remoto, Extensionista- #ater #aterdigital #assistenciatecnica #extensãorural #agro {O Extensionista}.txt"
49,FKrvGk1_T6g,https://www.youtube.com/watch?v=FKrvGk1_T6g,"Discurso do Curso Superior de Tecnologia em Gestão de Cooperativas do Colégio Politécnico da UFSM 💚","O Extensionista",auto,pt,"downloads/oextensionista/#049 - Discurso do Curso Superior de Tecnologia em Gestão de Cooperativas do Colégio Politécnico da UFSM 💚 {O Extensionista}.txt"
50,fl1Y7k2vhzw,https://www.youtube.com/watch?v=fl1Y7k2vhzw,"Escândalo no meio científico 😵‍💫 #artigocientífico #ciencia #revista","O Extensionista",auto,pt,"downloads/oextensionista/#050 - Escândalo no meio científico 😵‍💫 #artigocientífico #ciencia #revista {O Extensionista}.txt"
51,KIb36lURMXE,https://www.youtube.com/watch?v=KIb36lURMXE,"A informação precisa estar online @marikrugerb #impactosocial","O Extensionista",auto,pt,"downloads/oextensionista/#051 - A informação precisa estar online @marikrugerb #impactosocial {O Extensionista}.txt"
52,Nhs5O7_-WMQ,https://www.youtube.com/watch?v=Nhs5O7_-WMQ,"Qual a tua contribuição para a sucessão familiar rural?  👨‍🌾 #sucessãofamiliar  #cursos #formação","O Extensionista",auto,pt,"downloads/oextensionista/#052 - Qual a tua contribuição para a sucessão familiar rural- 👨‍🌾 #sucessãofamiliar #cursos #formação {O Extensionista}.txt"
53,gFBv-J7J9mU,https://www.youtube.com/watch?v=gFBv-J7J9mU,"Crédito Rural – Inovagro 💲 👨‍🌾🌱 Posso pegar 1,3 milhão?","O Extensionista",auto,pt,"downloads/oextensionista/#053 - Crédito Rural – Inovagro 💲 👨‍🌾🌱 Posso pegar 1,3 milhão- {O Extensionista}.txt"
54,Ny1S0wRiHVA,https://www.youtube.com/watch?v=Ny1S0wRiHVA,"Discurso dos Cursos Superiores Tecnológicos do Colégio Politécnico da UFSM 💚","O Extensionista",auto,pt,"downloads/oextensionista/#054 - Discurso dos Cursos Superiores Tecnológicos do Colégio Politécnico da UFSM 💚 {O Extensionista}.txt"
55,T0ggqS0uPFg,https://www.youtube.com/watch?v=T0ggqS0uPFg,"Sobre o sotaque de Pierre Bourdieu ou sobre os eruditos da oratória 👨‍🌾🌱 👨‍🎓","O Extensionista",auto,pt,"downloads/oextensionista/#055 - Sobre o sotaque de Pierre Bourdieu ou sobre os eruditos da oratória 👨‍🌾🌱 👨‍🎓 {O Extensionista}.txt"
56,Tba-P4o3oXI,https://www.youtube.com/watch?v=Tba-P4o3oXI,"Projeto de interesse individual ou de interesse coletivo? #extensãorural #projeto #cooperação","O Extensionista",auto,pt,"downloads/oextensionista/#056 - Projeto de interesse individual ou de interesse coletivo- #extensãorural #projeto #cooperação {O Extensionista}.txt"
57,x2b3G4ecQ6U,https://www.youtube.com/watch?v=x2b3G4ecQ6U,"Apreender com os outros: uma saída estratégica para a Extensão Rural? 🎓👩‍🌾🧑‍🌾","O Extensionista",auto,pt,"downloads/oextensionista/#057 - Apreender com os outros- uma saída estratégica para a Extensão Rural- 🎓👩‍🌾🧑‍🌾 {O Extensionista}.txt"
58,bNPo5vMtiyA,https://www.youtube.com/watch?v=bNPo5vMtiyA,"Como saímos do zero até 20k no YouTube","O Extensionista",auto,pt,"downloads/oextensionista/#058 - Como saímos do zero até 20k no YouTube {O Extensionista}.txt"
59,KnVDiDcpBb8,https://www.youtube.com/watch?v=KnVDiDcpBb8,"Qual é o autor dessa passagem sobre comunicação rural? 👨‍🌾🌱 👨‍🎓","O Extensionista",auto,pt,"downloads/oextensionista/#059 - Qual é o autor dessa passagem sobre comunicação rural- 👨‍🌾🌱 👨‍🎓 {O Extensionista}.txt"
60,t76y62cYP7w,https://www.youtube.com/watch?v=t76y62cYP7w,"Crédito Rural – Moderfrota 💲 🚜👨‍🌾🌱 Posso comprar uma colheitadeira?","O Extensionista",auto,pt,"downloads/oextensionista/#060 - Crédito Rural – Moderfrota 💲 🚜👨‍🌾🌱 Posso comprar uma colheitadeira- {O Extensionista}.txt"
61,TNZhjee9ABw,https://www.youtube.com/watch?v=TNZhjee9ABw,"Conheça o nosso cantinho na roça 💚 #roça #natureza #agriculturafamiliar","O Extensionista",auto,pt,"downloads/oextensionista/#061 - Conheça o nosso cantinho na roça 💚 #roça #natureza #agriculturafamiliar {O Extensionista}.txt"
62,uYKSvrMmaDc,https://www.youtube.com/watch?v=uYKSvrMmaDc,"Conhece o conceito de Assistência Técnica e Extensão Rural – ATER? 💲 👨‍🌾🌱 #extensãorural #ater","O Extensionista",auto,pt,"downloads/oextensionista/#062 - Conhece o conceito de Assistência Técnica e Extensão Rural – ATER- 💲 👨‍🌾🌱 #extensãorural #ater {O Extensionista}.txt"
63,d5InCciXHPs,https://www.youtube.com/watch?v=d5InCciXHPs,"Extensão Rural Agroecológica  👨‍🌾🌱","O Extensionista",auto,pt,"downloads/oextensionista/#063 - Extensão Rural Agroecológica 👨‍🌾🌱 {O Extensionista}.txt"
64,-EVlvUQ5xQw,https://www.youtube.com/watch?v=-EVlvUQ5xQw,"Crédito Rural – Pronamp 💲 👨‍🌾🌱 Posso pegar 600 mil?","O Extensionista",auto,pt,"downloads/oextensionista/#064 - Crédito Rural – Pronamp 💲 👨‍🌾🌱 Posso pegar 600 mil- {O Extensionista}.txt"
65,xQFgHkPDB-g,https://www.youtube.com/watch?v=xQFgHkPDB-g,"Vivenciar é preciso no Curso Técnico em Fruticultura","O Extensionista",auto,pt,"downloads/oextensionista/#065 - Vivenciar é preciso no Curso Técnico em Fruticultura {O Extensionista}.txt"
66,ngSZ3lRG29g,https://www.youtube.com/watch?v=ngSZ3lRG29g,"Qual a tecnologia social para a Agricultura Familiar você conhece?","O Extensionista",auto,pt,"downloads/oextensionista/#066 - Qual a tecnologia social para a Agricultura Familiar você conhece- {O Extensionista}.txt"
67,AR_qPuZA8To,https://www.youtube.com/watch?v=AR_qPuZA8To,"Crédito Rural – Pronaf Cotas-Partes 💲 👨‍🌾🌱 Posso pegar 50 mil?","O Extensionista",auto,pt,"downloads/oextensionista/#067 - Crédito Rural – Pronaf Cotas-Partes 💲 👨‍🌾🌱 Posso pegar 50 mil- {O Extensionista}.txt"
68,S3JGydj5xQU,https://www.youtube.com/watch?v=S3JGydj5xQU,"Crédito Rural – Pronaf ABC+ Bioeconomia 💲 👨‍🌾🌱 Posso pegar 210 mil?","O Extensionista",auto,pt,"downloads/oextensionista/#068 - Crédito Rural – Pronaf ABC+ Bioeconomia 💲 👨‍🌾🌱 Posso pegar 210 mil- {O Extensionista}.txt"
69,9kDMRmGXGzc,https://www.youtube.com/watch?v=9kDMRmGXGzc,"Agricultura familiar não merece ser valorizada? Rebatendo Camila Telles","O Extensionista",auto,pt,"downloads/oextensionista/#069 - Agricultura familiar não merece ser valorizada- Rebatendo Camila Telles {O Extensionista}.txt"
70,zNgOj3M7dds,https://www.youtube.com/watch?v=zNgOj3M7dds,"Crédito Rural – Pronaf Agroindústria 💲 👨‍🌾🌱 Posso pegar 210 mil?","O Extensionista",auto,pt,"downloads/oextensionista/#070 - Crédito Rural – Pronaf Agroindústria 💲 👨‍🌾🌱 Posso pegar 210 mil- {O Extensionista}.txt"
71,xDfP6QrYeRk,https://www.youtube.com/watch?v=xDfP6QrYeRk,"Crédito Rural – Pronaf ABC+ Agroecologia 💲 👨‍🌾🌱 Posso pegar 420 mil?","O Extensionista",auto,pt,"downloads/oextensionista/#071 - Crédito Rural – Pronaf ABC+ Agroecologia 💲 👨‍🌾🌱 Posso pegar 420 mil- {O Extensionista}.txt"
72,mX3X8b3ap2g,https://www.youtube.com/watch?v=mX3X8b3ap2g,"Crédito Rural – Pronaf Custeio 💲 👨‍🌾🌱 Posso pegar 250 mil?","O Extensionista",auto,pt,"downloads/oextensionista/#072 - Crédito Rural – Pronaf Custeio 💲 👨‍🌾🌱 Posso pegar 250 mil- {O Extensionista}.txt"
73,7buTqsuh-4s,https://www.youtube.com/watch?v=7buTqsuh-4s,"A juventude rural em ação","O Extensionista",auto,pt,"downloads/oextensionista/#073 - A juventude rural em ação {O Extensionista}.txt"
74,TCBzT8aoi4o,https://www.youtube.com/watch?v=TCBzT8aoi4o,"Crédito Rural – Pronaf Mulher 💲 👩‍🌾🌱 Posso pegar 420 mil?","O Extensionista",auto,pt,"downloads/oextensionista/#074 - Crédito Rural – Pronaf Mulher 💲 👩‍🌾🌱 Posso pegar 420 mil- {O Extensionista}.txt"
75,_U6938NMvNY,https://www.youtube.com/watch?v=_U6938NMvNY,"06 de dezembro - Dia Nacional da Extensão Rural  👩‍🌾👨‍🌾","O Extensionista",auto,pt,"downloads/oextensionista/#075 - 06 de dezembro - Dia Nacional da Extensão Rural 👩‍🌾👨‍🌾 {O Extensionista}.txt"
76,WNps6E3glEg,https://www.youtube.com/watch?v=WNps6E3glEg,"Como acontece a organização das Caminhadas na Natureza no Geoparque Quarta Colônia?","O Extensionista",auto,pt,"downloads/oextensionista/#076 - Como acontece a organização das Caminhadas na Natureza no Geoparque Quarta Colônia- {O Extensionista}.txt"
77,fCgkjgq0lpY,https://www.youtube.com/watch?v=fCgkjgq0lpY,"Caminhada na Natureza em São João do Polêsine, RS","O Extensionista",auto,pt,"downloads/oextensionista/#077 - Caminhada na Natureza em São João do Polêsine, RS {O Extensionista}.txt"
78,5PobQqLCfBY,https://www.youtube.com/watch?v=5PobQqLCfBY,"Uma vida, um sonho, uma propriedade","O Extensionista",auto,pt,"downloads/oextensionista/#078 - Uma vida, um sonho, uma propriedade {O Extensionista}.txt"
79,0_Z1l_UKC74,https://www.youtube.com/watch?v=0_Z1l_UKC74,"👉 5 perguntas para se fazer antes de comprar uma tecnologia agrícola","O Extensionista",auto,pt,"downloads/oextensionista/#079 - 👉 5 perguntas para se fazer antes de comprar uma tecnologia agrícola {O Extensionista}.txt"
80,rDEHEugy8p4,https://www.youtube.com/watch?v=rDEHEugy8p4,"Qual a preferência dos agricultores em relação a educação agrícola? 🎓👩‍🌾🧑‍🌾","O Extensionista",auto,pt,"downloads/oextensionista/#080 - Qual a preferência dos agricultores em relação a educação agrícola- 🎓👩‍🌾🧑‍🌾 {O Extensionista}.txt"
81,fjlGJ2lh7fI,https://www.youtube.com/watch?v=fjlGJ2lh7fI,"A Extensão Rural no Brasil","O Extensionista",auto,pt,"downloads/oextensionista/#081 - A Extensão Rural no Brasil {O Extensionista}.txt"
82,HpOxx3Ojmig,https://www.youtube.com/watch?v=HpOxx3Ojmig,"Por que o Extensionista/Professor não é inovador?","O Extensionista",auto,pt,"downloads/oextensionista/#082 - Por que o Extensionista-Professor não é inovador- {O Extensionista}.txt"
83,YypSI9FbWwk,https://www.youtube.com/watch?v=YypSI9FbWwk,"Você já ouviu falar sobre a Extensão Rural contextualizada? 📚💚#extensãorural","O Extensionista",auto,pt,"downloads/oextensionista/#083 - Você já ouviu falar sobre a Extensão Rural contextualizada- 📚💚#extensãorural {O Extensionista}.txt"
84,T6kcMs_stUw,https://www.youtube.com/watch?v=T6kcMs_stUw,"A Inovação - Joseph Schumpeter","O Extensionista",auto,pt,"downloads/oextensionista/#084 - A Inovação - Joseph Schumpeter {O Extensionista}.txt"
85,bNW_eBIm0og,https://www.youtube.com/watch?v=bNW_eBIm0og,"Você já bateu feijão?","O Extensionista",auto,pt,"downloads/oextensionista/#085 - Você já bateu feijão- {O Extensionista}.txt"
86,kvcx1UzqezI,https://www.youtube.com/watch?v=kvcx1UzqezI,"Caminhada na Natureza: olhares sobre Nova Palma, RS.","O Extensionista",auto,pt,"downloads/oextensionista/#086 - Caminhada na Natureza- olhares sobre Nova Palma, RS. {O Extensionista}.txt"
87,tBNSdV0kJqg,https://www.youtube.com/watch?v=tBNSdV0kJqg,"Caminhada na Natureza: Paisagens e Diversidades de Dona Francisca, RS","O Extensionista",auto,pt,"downloads/oextensionista/#087 - Caminhada na Natureza- Paisagens e Diversidades de Dona Francisca, RS {O Extensionista}.txt"
88,r2CmlPgjX1c,https://www.youtube.com/watch?v=r2CmlPgjX1c,"Acesso à tecnologia pelos Agricultores Familiares 🌾👨‍🎓","O Extensionista",auto,pt,"downloads/oextensionista/#088 - Acesso à tecnologia pelos Agricultores Familiares 🌾👨‍🎓 {O Extensionista}.txt"
89,-UFXatt6X6Y,https://www.youtube.com/watch?v=-UFXatt6X6Y,"Sobre a romantização da Agricultura Familiar #roça #agro #colono #colonia #humildade #trabalhoduro","O Extensionista",auto,pt,"downloads/oextensionista/#089 - Sobre a romantização da Agricultura Familiar #roça #agro #colono #colonia #humildade #trabalhoduro {O Extensionista}.txt"
90,Uf8wXH2sYIw,https://www.youtube.com/watch?v=Uf8wXH2sYIw,"Vivências em Fruticultura","O Extensionista",auto,pt,"downloads/oextensionista/#090 - Vivências em Fruticultura {O Extensionista}.txt"
